Year,BEAT,Crime Group,Crime Category,crime_counts
2013,O1,Person Crime,Rape,2
2013,O1,Person Crime,Robbery,11
2013,O1,Property Crime,Burglary,21
2013,O1,Property Crime,Larceny-Theft,319
2013,O1,Property Crime,Motor Vehicle Theft,47
2013,O2,Person Crime,Aggravated Assault,18
2013,O2,Person Crime,Homicide,1
2013,O2,Person Crime,Robbery,7
2013,O2,Property Crime,Burglary,66
2013,O2,Property Crime,Larceny-Theft,173
2013,O2,Property Crime,Motor Vehicle Theft,31
2013,O3,Person Crime,Aggravated Assault,18
2013,O3,Person Crime,Rape,3
2013,O3,Person Crime,Robbery,14
2013,O3,Property Crime,Burglary,60
2013,O3,Property Crime,Larceny-Theft,181
2013,O3,Property Crime,Motor Vehicle Theft,54
2013,Q1,Person Crime,Aggravated Assault,26
2013,Q1,Person Crime,Rape,1
2013,Q1,Person Crime,Robbery,10
2013,Q1,Property Crime,Arson,2
2013,Q1,Property Crime,Burglary,135
2013,Q1,Property Crime,Larceny-Theft,386
2013,Q1,Property Crime,Motor Vehicle Theft,51
2013,Q2,Person Crime,Aggravated Assault,17
2013,Q2,Person Crime,Rape,3
2013,Q2,Person Crime,Robbery,14
2013,Q2,Property Crime,Arson,2
2013,Q2,Property Crime,Burglary,253
2013,Q2,Property Crime,Larceny-Theft,686
2013,Q2,Property Crime,Motor Vehicle Theft,146
2013,Q3,Person Crime,Aggravated Assault,31
2013,Q3,Person Crime,Rape,2
2013,Q3,Person Crime,Robbery,20
2013,Q3,Property Crime,Arson,2
2013,Q3,Property Crime,Burglary,168
2013,Q3,Property Crime,Larceny-Theft,788
2013,Q3,Property Crime,Motor Vehicle Theft,80
2013,R1,Person Crime,Aggravated Assault,43
2013,R1,Person Crime,Homicide,1
2013,R1,Person Crime,Rape,4
2013,R1,Person Crime,Robbery,48
2013,R1,Property Crime,Arson,5
2013,R1,Property Crime,Burglary,181
2013,R1,Property Crime,Larceny-Theft,438
2013,R1,Property Crime,Motor Vehicle Theft,148
2013,R2,Person Crime,Aggravated Assault,57
2013,R2,Person Crime,Homicide,1
2013,R2,Person Crime,Rape,2
2013,R2,Person Crime,Robbery,74
2013,R2,Property Crime,Arson,1
2013,R2,Property Crime,Burglary,174
2013,R2,Property Crime,Larceny-Theft,587
2013,R2,Property Crime,Motor Vehicle Theft,86
2013,R3,Person Crime,Aggravated Assault,35
2013,R3,Person Crime,Rape,2
2013,R3,Person Crime,Robbery,54
2013,R3,Property Crime,Arson,4
2013,R3,Property Crime,Burglary,246
2013,R3,Property Crime,Larceny-Theft,502
2013,R3,Property Crime,Motor Vehicle Theft,95
2013,S1,Person Crime,Aggravated Assault,44
2013,S1,Person Crime,Homicide,1
2013,S1,Person Crime,Rape,2
2013,S1,Person Crime,Robbery,55
2013,S1,Property Crime,Arson,5
2013,S1,Property Crime,Burglary,184
2013,S1,Property Crime,Larceny-Theft,327
2013,S1,Property Crime,Motor Vehicle Theft,123
2013,S2,Person Crime,Aggravated Assault,69
2013,S2,Person Crime,Homicide,3
2013,S2,Person Crime,Robbery,83
2013,S2,Property Crime,Arson,1
2013,S2,Property Crime,Burglary,167
2013,S2,Property Crime,Larceny-Theft,287
2013,S2,Property Crime,Motor Vehicle Theft,118
2013,S3,Person Crime,Aggravated Assault,57
2013,S3,Person Crime,Rape,3
2013,S3,Person Crime,Robbery,58
2013,S3,Property Crime,Arson,1
2013,S3,Property Crime,Burglary,182
2013,S3,Property Crime,Larceny-Theft,309
2013,S3,Property Crime,Motor Vehicle Theft,115
2013,U1,Person Crime,Aggravated Assault,18
2013,U1,Person Crime,Rape,4
2013,U1,Person Crime,Robbery,43
2013,U1,Property Crime,Arson,5
2013,U1,Property Crime,Burglary,286
2013,U1,Property Crime,Larceny-Theft,702
2013,U1,Property Crime,Motor Vehicle Theft,218
2013,U2,Person Crime,Aggravated Assault,54
2013,U2,Person Crime,Homicide,1
2013,U2,Person Crime,Rape,4
2013,U2,Person Crime,Robbery,29
2013,U2,Property Crime,Arson,1
2013,U2,Property Crime,Burglary,114
2013,U2,Property Crime,Larceny-Theft,585
2013,U2,Property Crime,Motor Vehicle Theft,74
2013,U3,Person Crime,Aggravated Assault,11
2013,U3,Person Crime,Rape,1
2013,U3,Person Crime,Robbery,18
2013,U3,Property Crime,Arson,2
2013,U3,Property Crime,Burglary,323
2013,U3,Property Crime,Larceny-Theft,660
2013,U3,Property Crime,Motor Vehicle Theft,132
2013,W1,Person Crime,Aggravated Assault,25
2013,W1,Person Crime,Rape,1
2013,W1,Person Crime,Robbery,15
2013,W1,Property Crime,Arson,2
2013,W1,Property Crime,Burglary,160
2013,W1,Property Crime,Larceny-Theft,357
2013,W1,Property Crime,Motor Vehicle Theft,64
2013,W2,Person Crime,Aggravated Assault,26
2013,W2,Person Crime,Rape,2
2013,W2,Person Crime,Robbery,23
2013,W2,Property Crime,Arson,1
2013,W2,Property Crime,Burglary,220
2013,W2,Property Crime,Larceny-Theft,423
2013,W2,Property Crime,Motor Vehicle Theft,94
2013,W3,Person Crime,Aggravated Assault,26
2013,W3,Person Crime,Rape,1
2013,W3,Person Crime,Robbery,13
2013,W3,Property Crime,Burglary,171
2013,W3,Property Crime,Larceny-Theft,470
2013,W3,Property Crime,Motor Vehicle Theft,87
2014,B1,Person Crime,Aggravated Assault,29
2014,B1,Person Crime,Rape,3
2014,B1,Person Crime,Robbery,20
2014,B1,Property Crime,Burglary,191
2014,B1,Property Crime,Larceny-Theft,625
2014,B1,Property Crime,Motor Vehicle Theft,150
2014,B2,Person Crime,Aggravated Assault,27
2014,B2,Person Crime,Rape,2
2014,B2,Person Crime,Robbery,16
2014,B2,Property Crime,Arson,2
2014,B2,Property Crime,Burglary,175
2014,B2,Property Crime,Larceny-Theft,636
2014,B2,Property Crime,Motor Vehicle Theft,243
2014,B3,Person Crime,Aggravated Assault,30
2014,B3,Person Crime,Rape,5
2014,B3,Person Crime,Robbery,22
2014,B3,Property Crime,Arson,1
2014,B3,Property Crime,Burglary,294
2014,B3,Property Crime,Larceny-Theft,670
2014,B3,Property Crime,Motor Vehicle Theft,227
2014,C1,Person Crime,Aggravated Assault,23
2014,C1,Person Crime,Rape,3
2014,C1,Person Crime,Robbery,16
2014,C1,Property Crime,Burglary,128
2014,C1,Property Crime,Larceny-Theft,440
2014,C1,Property Crime,Motor Vehicle Theft,112
2014,C2,Person Crime,Aggravated Assault,14
2014,C2,Person Crime,Robbery,9
2014,C2,Property Crime,Arson,1
2014,C2,Property Crime,Burglary,110
2014,C2,Property Crime,Larceny-Theft,514
2014,C2,Property Crime,Motor Vehicle Theft,89
2014,C3,Person Crime,Aggravated Assault,17
2014,C3,Person Crime,Homicide,1
2014,C3,Person Crime,Rape,2
2014,C3,Person Crime,Robbery,23
2014,C3,Property Crime,Burglary,139
2014,C3,Property Crime,Larceny-Theft,394
2014,C3,Property Crime,Motor Vehicle Theft,57
2014,D1,Person Crime,Aggravated Assault,61
2014,D1,Person Crime,Homicide,1
2014,D1,Person Crime,Rape,7
2014,D1,Person Crime,Robbery,47
2014,D1,Property Crime,Arson,1
2014,D1,Property Crime,Burglary,82
2014,D1,Property Crime,Larceny-Theft,864
2014,D1,Property Crime,Motor Vehicle Theft,64
2014,D2,Person Crime,Aggravated Assault,25
2014,D2,Person Crime,Rape,3
2014,D2,Person Crime,Robbery,11
2014,D2,Property Crime,Burglary,148
2014,D2,Property Crime,Larceny-Theft,719
2014,D2,Property Crime,Motor Vehicle Theft,78
2014,D3,Person Crime,Aggravated Assault,42
2014,D3,Person Crime,Homicide,1
2014,D3,Person Crime,Rape,3
2014,D3,Person Crime,Robbery,21
2014,D3,Property Crime,Burglary,132
2014,D3,Property Crime,Larceny-Theft,636
2014,D3,Property Crime,Motor Vehicle Theft,142
2014,E1,Person Crime,Aggravated Assault,55
2014,E1,Person Crime,Rape,5
2014,E1,Person Crime,Robbery,32
2014,E1,Property Crime,Burglary,195
2014,E1,Property Crime,Larceny-Theft,503
2014,E1,Property Crime,Motor Vehicle Theft,129
2014,E2,Person Crime,Aggravated Assault,85
2014,E2,Person Crime,Rape,2
2014,E2,Person Crime,Robbery,84
2014,E2,Property Crime,Arson,4
2014,E2,Property Crime,Burglary,66
2014,E2,Property Crime,Larceny-Theft,1234
2014,E2,Property Crime,Motor Vehicle Theft,58
2014,E3,Person Crime,Aggravated Assault,75
2014,E3,Person Crime,Rape,5
2014,E3,Person Crime,Robbery,30
2014,E3,Property Crime,Arson,4
2014,E3,Property Crime,Burglary,142
2014,E3,Property Crime,Larceny-Theft,751
2014,E3,Property Crime,Motor Vehicle Theft,94
2014,F1,Person Crime,Aggravated Assault,40
2014,F1,Person Crime,Homicide,1
2014,F1,Person Crime,Robbery,8
2014,F1,Property Crime,Arson,2
2014,F1,Property Crime,Burglary,74
2014,F1,Property Crime,Larceny-Theft,221
2014,F1,Property Crime,Motor Vehicle Theft,52
2014,F2,Person Crime,Aggravated Assault,41
2014,F2,Person Crime,Rape,2
2014,F2,Person Crime,Robbery,41
2014,F2,Property Crime,Arson,1
2014,F2,Property Crime,Burglary,125
2014,F2,Property Crime,Larceny-Theft,437
2014,F2,Property Crime,Motor Vehicle Theft,110
2014,F3,Person Crime,Aggravated Assault,47
2014,F3,Person Crime,Rape,4
2014,F3,Person Crime,Robbery,20
2014,F3,Property Crime,Arson,3
2014,F3,Property Crime,Burglary,157
2014,F3,Property Crime,Larceny-Theft,329
2014,F3,Property Crime,Motor Vehicle Theft,152
2014,G1,Person Crime,Aggravated Assault,46
2014,G1,Person Crime,Rape,1
2014,G1,Person Crime,Robbery,17
2014,G1,Property Crime,Burglary,50
2014,G1,Property Crime,Larceny-Theft,266
2014,G1,Property Crime,Motor Vehicle Theft,52
2014,G2,Person Crime,Aggravated Assault,47
2014,G2,Person Crime,Rape,6
2014,G2,Person Crime,Robbery,23
2014,G2,Property Crime,Arson,3
2014,G2,Property Crime,Burglary,112
2014,G2,Property Crime,Larceny-Theft,480
2014,G2,Property Crime,Motor Vehicle Theft,75
2014,G3,Person Crime,Aggravated Assault,32
2014,G3,Person Crime,Homicide,3
2014,G3,Person Crime,Rape,2
2014,G3,Person Crime,Robbery,21
2014,G3,Property Crime,Burglary,104
2014,G3,Property Crime,Larceny-Theft,387
2014,G3,Property Crime,Motor Vehicle Theft,68
2014,J1,Person Crime,Aggravated Assault,34
2014,J1,Person Crime,Homicide,1
2014,J1,Person Crime,Rape,2
2014,J1,Person Crime,Robbery,26
2014,J1,Property Crime,Arson,1
2014,J1,Property Crime,Burglary,145
2014,J1,Property Crime,Larceny-Theft,523
2014,J1,Property Crime,Motor Vehicle Theft,186
2014,J2,Person Crime,Aggravated Assault,21
2014,J2,Person Crime,Rape,2
2014,J2,Person Crime,Robbery,8
2014,J2,Property Crime,Arson,1
2014,J2,Property Crime,Burglary,181
2014,J2,Property Crime,Larceny-Theft,552
2014,J2,Property Crime,Motor Vehicle Theft,164
2014,J3,Person Crime,Aggravated Assault,20
2014,J3,Person Crime,Rape,1
2014,J3,Person Crime,Robbery,17
2014,J3,Property Crime,Burglary,145
2014,J3,Property Crime,Larceny-Theft,552
2014,J3,Property Crime,Motor Vehicle Theft,191
2014,K1,Person Crime,Aggravated Assault,42
2014,K1,Person Crime,Rape,10
2014,K1,Person Crime,Robbery,56
2014,K1,Property Crime,Arson,2
2014,K1,Property Crime,Burglary,61
2014,K1,Property Crime,Larceny-Theft,684
2014,K1,Property Crime,Motor Vehicle Theft,31
2014,K2,Person Crime,Aggravated Assault,75
2014,K2,Person Crime,Homicide,2
2014,K2,Person Crime,Rape,6
2014,K2,Person Crime,Robbery,55
2014,K2,Property Crime,Burglary,80
2014,K2,Property Crime,Larceny-Theft,620
2014,K2,Property Crime,Motor Vehicle Theft,30
2014,K3,Person Crime,Aggravated Assault,100
2014,K3,Person Crime,Homicide,5
2014,K3,Person Crime,Rape,2
2014,K3,Person Crime,Robbery,129
2014,K3,Property Crime,Arson,3
2014,K3,Property Crime,Burglary,115
2014,K3,Property Crime,Larceny-Theft,1382
2014,K3,Property Crime,Motor Vehicle Theft,97
2014,L1,Person Crime,Aggravated Assault,48
2014,L1,Person Crime,Rape,1
2014,L1,Person Crime,Robbery,19
2014,L1,Property Crime,Arson,2
2014,L1,Property Crime,Burglary,181
2014,L1,Property Crime,Larceny-Theft,370
2014,L1,Property Crime,Motor Vehicle Theft,158
2014,L2,Person Crime,Aggravated Assault,25
2014,L2,Person Crime,Rape,1
2014,L2,Person Crime,Robbery,47
2014,L2,Property Crime,Arson,1
2014,L2,Property Crime,Burglary,171
2014,L2,Property Crime,Larceny-Theft,853
2014,L2,Property Crime,Motor Vehicle Theft,278
2014,L3,Person Crime,Aggravated Assault,24
2014,L3,Person Crime,Rape,2
2014,L3,Person Crime,Robbery,22
2014,L3,Property Crime,Burglary,191
2014,L3,Property Crime,Larceny-Theft,355
2014,L3,Property Crime,Motor Vehicle Theft,73
2014,M1,Person Crime,Aggravated Assault,46
2014,M1,Person Crime,Homicide,1
2014,M1,Person Crime,Rape,4
2014,M1,Person Crime,Robbery,45
2014,M1,Property Crime,Burglary,56
2014,M1,Property Crime,Larceny-Theft,1140
2014,M1,Property Crime,Motor Vehicle Theft,29
2014,M2,Person Crime,Aggravated Assault,34
2014,M2,Person Crime,Homicide,2
2014,M2,Person Crime,Rape,3
2014,M2,Person Crime,Robbery,68
2014,M2,Property Crime,Arson,1
2014,M2,Property Crime,Burglary,69
2014,M2,Property Crime,Larceny-Theft,1088
2014,M2,Property Crime,Motor Vehicle Theft,20
2014,M3,Person Crime,Aggravated Assault,53
2014,M3,Person Crime,Homicide,1
2014,M3,Person Crime,Rape,3
2014,M3,Person Crime,Robbery,96
2014,M3,Property Crime,Burglary,36
2014,M3,Property Crime,Larceny-Theft,930
2014,M3,Property Crime,Motor Vehicle Theft,12
2014,N1,Person Crime,Aggravated Assault,22
2014,N1,Person Crime,Rape,1
2014,N1,Person Crime,Robbery,15
2014,N1,Property Crime,Arson,1
2014,N1,Property Crime,Burglary,207
2014,N1,Property Crime,Larceny-Theft,476
2014,N1,Property Crime,Motor Vehicle Theft,115
2014,N2,Person Crime,Aggravated Assault,49
2014,N2,Person Crime,Rape,9
2014,N2,Person Crime,Robbery,28
2014,N2,Property Crime,Arson,2
2014,N2,Property Crime,Burglary,155
2014,N2,Property Crime,Larceny-Theft,561
2014,N2,Property Crime,Motor Vehicle Theft,124
2014,N3,Person Crime,Aggravated Assault,56
2014,N3,Person Crime,Rape,2
2014,N3,Person Crime,Robbery,19
2014,N3,Property Crime,Arson,1
2014,N3,Property Crime,Burglary,154
2014,N3,Property Crime,Larceny-Theft,481
2014,N3,Property Crime,Motor Vehicle Theft,199
2014,O1,Person Crime,Aggravated Assault,28
2014,O1,Person Crime,Rape,4
2014,O1,Person Crime,Robbery,13
2014,O1,Property Crime,Burglary,25
2014,O1,Property Crime,Larceny-Theft,439
2014,O1,Property Crime,Motor Vehicle Theft,34
2014,O2,Person Crime,Aggravated Assault,19
2014,O2,Person Crime,Rape,1
2014,O2,Person Crime,Robbery,16
2014,O2,Property Crime,Arson,2
2014,O2,Property Crime,Burglary,51
2014,O2,Property Crime,Larceny-Theft,173
2014,O2,Property Crime,Motor Vehicle Theft,27
2014,O3,Person Crime,Aggravated Assault,20
2014,O3,Person Crime,Homicide,1
2014,O3,Person Crime,Rape,2
2014,O3,Person Crime,Robbery,6
2014,O3,Property Crime,Burglary,72
2014,O3,Property Crime,Larceny-Theft,225
2014,O3,Property Crime,Motor Vehicle Theft,44
2014,Q1,Person Crime,Aggravated Assault,16
2014,Q1,Person Crime,Rape,1
2014,Q1,Person Crime,Robbery,5
2014,Q1,Property Crime,Arson,1
2014,Q1,Property Crime,Burglary,153
2014,Q1,Property Crime,Larceny-Theft,430
2014,Q1,Property Crime,Motor Vehicle Theft,111
2014,Q2,Person Crime,Aggravated Assault,20
2014,Q2,Person Crime,Homicide,1
2014,Q2,Person Crime,Robbery,11
2014,Q2,Property Crime,Burglary,214
2014,Q2,Property Crime,Larceny-Theft,645
2014,Q2,Property Crime,Motor Vehicle Theft,153
2014,Q3,Person Crime,Aggravated Assault,31
2014,Q3,Person Crime,Rape,4
2014,Q3,Person Crime,Robbery,21
2014,Q3,Property Crime,Burglary,155
2014,Q3,Property Crime,Larceny-Theft,828
2014,Q3,Property Crime,Motor Vehicle Theft,113
2014,R1,Person Crime,Aggravated Assault,54
2014,R1,Person Crime,Rape,4
2014,R1,Person Crime,Robbery,30
2014,R1,Property Crime,Arson,3
2014,R1,Property Crime,Burglary,234
2014,R1,Property Crime,Larceny-Theft,451
2014,R1,Property Crime,Motor Vehicle Theft,213
2014,R2,Person Crime,Aggravated Assault,53
2014,R2,Person Crime,Rape,3
2014,R2,Person Crime,Robbery,49
2014,R2,Property Crime,Arson,4
2014,R2,Property Crime,Burglary,195
2014,R2,Property Crime,Larceny-Theft,766
2014,R2,Property Crime,Motor Vehicle Theft,121
2014,R3,Person Crime,Aggravated Assault,67
2014,R3,Person Crime,Rape,2
2014,R3,Person Crime,Robbery,46
2014,R3,Property Crime,Arson,1
2014,R3,Property Crime,Burglary,264
2014,R3,Property Crime,Larceny-Theft,629
2014,R3,Property Crime,Motor Vehicle Theft,138
2014,S1,Person Crime,Aggravated Assault,55
2014,S1,Person Crime,Homicide,1
2014,S1,Person Crime,Rape,4
2014,S1,Person Crime,Robbery,48
2014,S1,Property Crime,Arson,4
2014,S1,Property Crime,Burglary,182
2014,S1,Property Crime,Larceny-Theft,259
2014,S1,Property Crime,Motor Vehicle Theft,126
2014,S2,Person Crime,Aggravated Assault,68
2014,S2,Person Crime,Homicide,1
2014,S2,Person Crime,Rape,6
2014,S2,Person Crime,Robbery,76
2014,S2,Property Crime,Arson,1
2014,S2,Property Crime,Burglary,196
2014,S2,Property Crime,Larceny-Theft,346
2014,S2,Property Crime,Motor Vehicle Theft,128
2014,S3,Person Crime,Aggravated Assault,61
2014,S3,Person Crime,Homicide,1
2014,S3,Person Crime,Robbery,63
2014,S3,Property Crime,Arson,3
2014,S3,Property Crime,Burglary,171
2014,S3,Property Crime,Larceny-Theft,361
2014,S3,Property Crime,Motor Vehicle Theft,114
2014,U1,Person Crime,Aggravated Assault,44
2014,U1,Person Crime,Homicide,1
2014,U1,Person Crime,Rape,4
2014,U1,Person Crime,Robbery,33
2014,U1,Property Crime,Arson,2
2014,U1,Property Crime,Burglary,310
2014,U1,Property Crime,Larceny-Theft,661
2014,U1,Property Crime,Motor Vehicle Theft,261
2014,U2,Person Crime,Aggravated Assault,44
2014,U2,Person Crime,Rape,3
2014,U2,Person Crime,Robbery,32
2014,U2,Property Crime,Arson,1
2014,U2,Property Crime,Burglary,161
2014,U2,Property Crime,Larceny-Theft,814
2014,U2,Property Crime,Motor Vehicle Theft,83
2014,U3,Person Crime,Aggravated Assault,25
2014,U3,Person Crime,Rape,3
2014,U3,Person Crime,Robbery,13
2014,U3,Property Crime,Burglary,314
2014,U3,Property Crime,Larceny-Theft,676
2014,U3,Property Crime,Motor Vehicle Theft,131
2014,W1,Person Crime,Aggravated Assault,29
2014,W1,Person Crime,Rape,2
2014,W1,Person Crime,Robbery,12
2014,W1,Property Crime,Arson,7
2014,W1,Property Crime,Burglary,99
2014,W1,Property Crime,Larceny-Theft,307
2014,W1,Property Crime,Motor Vehicle Theft,65
2014,W2,Person Crime,Aggravated Assault,27
2014,W2,Person Crime,Rape,3
2014,W2,Person Crime,Robbery,25
2014,W2,Property Crime,Burglary,110
2014,W2,Property Crime,Larceny-Theft,285
2014,W2,Property Crime,Motor Vehicle Theft,85
2014,W3,Person Crime,Aggravated Assault,20
2014,W3,Person Crime,Rape,5
2014,W3,Person Crime,Robbery,15
2014,W3,Property Crime,Arson,1
2014,W3,Property Crime,Burglary,124
2014,W3,Property Crime,Larceny-Theft,328
2014,W3,Property Crime,Motor Vehicle Theft,76
2015,B1,Person Crime,Aggravated Assault,49
2015,B1,Person Crime,Rape,4
2015,B1,Person Crime,Robbery,20
2015,B1,Property Crime,Arson,2
2015,B1,Property Crime,Burglary,215
2015,B1,Property Crime,Larceny-Theft,526
2015,B1,Property Crime,Motor Vehicle Theft,97
2015,B2,Person Crime,Aggravated Assault,39
2015,B2,Person Crime,Rape,1
2015,B2,Person Crime,Robbery,28
2015,B2,Property Crime,Arson,2
2015,B2,Property Crime,Burglary,204
2015,B2,Property Crime,Larceny-Theft,693
2015,B2,Property Crime,Motor Vehicle Theft,133
2015,B3,Person Crime,Aggravated Assault,24
2015,B3,Person Crime,Homicide,1
2015,B3,Person Crime,Rape,5
2015,B3,Person Crime,Robbery,17
2015,B3,Property Crime,Arson,3
2015,B3,Property Crime,Burglary,253
2015,B3,Property Crime,Larceny-Theft,648
2015,B3,Property Crime,Motor Vehicle Theft,140
2015,C1,Person Crime,Aggravated Assault,22
2015,C1,Person Crime,Rape,1
2015,C1,Person Crime,Robbery,15
2015,C1,Property Crime,Arson,1
2015,C1,Property Crime,Burglary,170
2015,C1,Property Crime,Larceny-Theft,389
2015,C1,Property Crime,Motor Vehicle Theft,73
2015,C2,Person Crime,Aggravated Assault,11
2015,C2,Person Crime,Robbery,7
2015,C2,Property Crime,Arson,2
2015,C2,Property Crime,Burglary,140
2015,C2,Property Crime,Larceny-Theft,431
2015,C2,Property Crime,Motor Vehicle Theft,62
2015,C3,Person Crime,Aggravated Assault,18
2015,C3,Person Crime,Homicide,2
2015,C3,Person Crime,Rape,1
2015,C3,Person Crime,Robbery,17
2015,C3,Property Crime,Arson,1
2015,C3,Property Crime,Burglary,137
2015,C3,Property Crime,Larceny-Theft,442
2015,C3,Property Crime,Motor Vehicle Theft,55
2015,D1,Person Crime,Aggravated Assault,32
2015,D1,Person Crime,Homicide,2
2015,D1,Person Crime,Rape,3
2015,D1,Person Crime,Robbery,28
2015,D1,Property Crime,Burglary,160
2015,D1,Property Crime,Larceny-Theft,645
2015,D1,Property Crime,Motor Vehicle Theft,40
2015,D2,Person Crime,Aggravated Assault,34
2015,D2,Person Crime,Rape,8
2015,D2,Person Crime,Robbery,24
2015,D2,Property Crime,Burglary,208
2015,D2,Property Crime,Larceny-Theft,554
2015,D2,Property Crime,Motor Vehicle Theft,49
2015,D3,Person Crime,Aggravated Assault,53
2015,D3,Person Crime,Homicide,1
2015,D3,Person Crime,Rape,2
2015,D3,Person Crime,Robbery,18
2015,D3,Property Crime,Arson,5
2015,D3,Property Crime,Burglary,205
2015,D3,Property Crime,Larceny-Theft,574
2015,D3,Property Crime,Motor Vehicle Theft,79
2015,E1,Person Crime,Aggravated Assault,60
2015,E1,Person Crime,Rape,2
2015,E1,Person Crime,Robbery,30
2015,E1,Property Crime,Burglary,254
2015,E1,Property Crime,Larceny-Theft,484
2015,E1,Property Crime,Motor Vehicle Theft,94
2015,E2,Person Crime,Aggravated Assault,110
2015,E2,Person Crime,Rape,2
2015,E2,Person Crime,Robbery,77
2015,E2,Property Crime,Arson,3
2015,E2,Property Crime,Burglary,119
2015,E2,Property Crime,Larceny-Theft,875
2015,E2,Property Crime,Motor Vehicle Theft,49
2015,E3,Person Crime,Aggravated Assault,56
2015,E3,Person Crime,Homicide,1
2015,E3,Person Crime,Rape,3
2015,E3,Person Crime,Robbery,38
2015,E3,Property Crime,Arson,2
2015,E3,Property Crime,Burglary,169
2015,E3,Property Crime,Larceny-Theft,733
2015,E3,Property Crime,Motor Vehicle Theft,68
2015,F1,Person Crime,Aggravated Assault,37
2015,F1,Person Crime,Homicide,1
2015,F1,Person Crime,Rape,5
2015,F1,Person Crime,Robbery,20
2015,F1,Property Crime,Arson,3
2015,F1,Property Crime,Burglary,58
2015,F1,Property Crime,Larceny-Theft,231
2015,F1,Property Crime,Motor Vehicle Theft,59
2015,F2,Person Crime,Aggravated Assault,40
2015,F2,Person Crime,Rape,5
2015,F2,Person Crime,Robbery,46
2015,F2,Property Crime,Arson,3
2015,F2,Property Crime,Burglary,119
2015,F2,Property Crime,Larceny-Theft,517
2015,F2,Property Crime,Motor Vehicle Theft,104
2015,F3,Person Crime,Aggravated Assault,28
2015,F3,Person Crime,Homicide,1
2015,F3,Person Crime,Robbery,17
2015,F3,Property Crime,Arson,1
2015,F3,Property Crime,Burglary,137
2015,F3,Property Crime,Larceny-Theft,283
2015,F3,Property Crime,Motor Vehicle Theft,93
2015,G1,Person Crime,Aggravated Assault,37
2015,G1,Person Crime,Rape,8
2015,G1,Person Crime,Robbery,19
2015,G1,Property Crime,Arson,1
2015,G1,Property Crime,Burglary,46
2015,G1,Property Crime,Larceny-Theft,233
2015,G1,Property Crime,Motor Vehicle Theft,38
2015,G2,Person Crime,Aggravated Assault,56
2015,G2,Person Crime,Robbery,22
2015,G2,Property Crime,Arson,2
2015,G2,Property Crime,Burglary,123
2015,G2,Property Crime,Larceny-Theft,536
2015,G2,Property Crime,Motor Vehicle Theft,64
2015,G3,Person Crime,Aggravated Assault,34
2015,G3,Person Crime,Robbery,13
2015,G3,Property Crime,Burglary,90
2015,G3,Property Crime,Larceny-Theft,373
2015,G3,Property Crime,Motor Vehicle Theft,42
2015,J1,Person Crime,Aggravated Assault,22
2015,J1,Person Crime,Rape,3
2015,J1,Person Crime,Robbery,33
2015,J1,Property Crime,Arson,1
2015,J1,Property Crime,Burglary,147
2015,J1,Property Crime,Larceny-Theft,542
2015,J1,Property Crime,Motor Vehicle Theft,90
2015,J2,Person Crime,Aggravated Assault,21
2015,J2,Person Crime,Rape,1
2015,J2,Person Crime,Robbery,20
2015,J2,Property Crime,Arson,1
2015,J2,Property Crime,Burglary,162
2015,J2,Property Crime,Larceny-Theft,598
2015,J2,Property Crime,Motor Vehicle Theft,124
2015,J3,Person Crime,Aggravated Assault,27
2015,J3,Person Crime,Rape,5
2015,J3,Person Crime,Robbery,12
2015,J3,Property Crime,Arson,1
2015,J3,Property Crime,Burglary,195
2015,J3,Property Crime,Larceny-Theft,598
2015,J3,Property Crime,Motor Vehicle Theft,126
2015,K1,Person Crime,Aggravated Assault,45
2015,K1,Person Crime,Rape,8
2015,K1,Person Crime,Robbery,41
2015,K1,Property Crime,Arson,1
2015,K1,Property Crime,Burglary,57
2015,K1,Property Crime,Larceny-Theft,683
2015,K1,Property Crime,Motor Vehicle Theft,43
2015,K2,Person Crime,Aggravated Assault,97
2015,K2,Person Crime,Homicide,1
2015,K2,Person Crime,Rape,3
2015,K2,Person Crime,Robbery,62
2015,K2,Property Crime,Burglary,47
2015,K2,Property Crime,Larceny-Theft,561
2015,K2,Property Crime,Motor Vehicle Theft,25
2015,K3,Person Crime,Aggravated Assault,135
2015,K3,Person Crime,Homicide,4
2015,K3,Person Crime,Rape,7
2015,K3,Person Crime,Robbery,107
2015,K3,Property Crime,Arson,7
2015,K3,Property Crime,Burglary,77
2015,K3,Property Crime,Larceny-Theft,1182
2015,K3,Property Crime,Motor Vehicle Theft,60
2015,L1,Person Crime,Aggravated Assault,48
2015,L1,Person Crime,Homicide,1
2015,L1,Person Crime,Rape,2
2015,L1,Person Crime,Robbery,25
2015,L1,Property Crime,Burglary,148
2015,L1,Property Crime,Larceny-Theft,347
2015,L1,Property Crime,Motor Vehicle Theft,80
2015,L2,Person Crime,Aggravated Assault,32
2015,L2,Person Crime,Rape,1
2015,L2,Person Crime,Robbery,51
2015,L2,Property Crime,Arson,2
2015,L2,Property Crime,Burglary,216
2015,L2,Property Crime,Larceny-Theft,1005
2015,L2,Property Crime,Motor Vehicle Theft,152
2015,L3,Person Crime,Aggravated Assault,39
2015,L3,Person Crime,Rape,2
2015,L3,Person Crime,Robbery,23
2015,L3,Property Crime,Arson,2
2015,L3,Property Crime,Burglary,190
2015,L3,Property Crime,Larceny-Theft,351
2015,L3,Property Crime,Motor Vehicle Theft,55
